bookID,title,authors,average_rating,publication_date,publisher,available
8270,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,4.05,3/23/2005,Open Court,1
8271,Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68,10/25/2006,Open Court,1
8272,The Consolation of Philosophy,Boethius/Victor Watts,3.98,11/25/1999,Penguin Classics,1
8273,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,7/25/2002,Oxford University Press  USA,1
8274,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7,8/29/2006,Open Court,1
8275,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,9/1/2004,University of Chicago Press,1
8276,An Introduction to Political Philosophy,Jonathan Wolff,4.11,3/1/2006,Oxford University Press  USA,1
8277,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,4/21/1967,Princeton University Press,1
8278,Philosophy: The Basics,Nigel Warburton,3.84,7/1/2004,Routledge,1
8279,A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,9/21/1998,DK Children,1
8280,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,10/8/1999,Basic Books,1
8281,Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.1,12/8/1999,Cambridge University Press,1
8282,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,6/15/1999,Hackett Publishing Company  Inc.,1
8283,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,12/1/2005,Hackett Publishing Company  Inc.,1
8284,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,6/1/2006,Cengage Learning,1
8285,History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17,11/30/1987,University of Chicago Press,1
8286,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,3/15/2004,Belknap Press,1
8287,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05,6/1/1995,University of Nebraska Press,1
8288,Seinfeld and Philosophy,William Irwin,3.5,8/20/1999,Open Court,1
8289,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,10/18/2004,Pearson,1
8290,Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56,8/8/2000,Icon Books,1
8291,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,8/28/2002,Open Court,1
8292,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,11/11/2001,Routledge,1
8293,Ancient Philosophy,Anthony Kenny,3.98,11/30/2006,Oxford University Press  USA,1
8294,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,8/9/2004,Open Court,1
8295,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,6/1/1990,Ignatius Press,1
8296,Philosophy of Religion,John Harwood Hick,3.68,11/20/1989,Pearson,1
8297,Early Greek Philosophy,Jonathan Barnes,4.09,9/26/2002,Penguin Books,1
8298,Contemporary Political Philosophy,Will Kymlicka,4,10/25/2001,Oxford University Press  USA,1
8299,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,3/13/2003,Open Court,1
8300,Philosophy: The Classics,Nigel Warburton,3.89,7/9/1998,Routledge,1
8301,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,3/1/2007,Oxford University Press  USA,1
8302,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,1/8/1992,Llewellyn Publications,1
8303,Philosophy Made Simple,Robert Hellenga,3.39,3/1/2007,Back Bay Books,1
8304,The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,8/27/1998,Oxford University Press  USA,1
8305,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,3/1/2002,Signet,1
8306,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,1/21/1981,Princeton University Press,1
8307,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,10/10/2003,Mariner Books,1
8308,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,8/2/2005,William Morrow Paperbacks,1
8309,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,7/19/2005,O'Reilly Media,1
8310,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,6/27/2007,Marvel,1
8311,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,12/17/2001,BradyGames,1
8312,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,10/4/2006,Marvel,1
8313,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,5/10/2006,Marvel,1
8314,Cross-X,Joe  Miller,3.8,10/3/2006,Farrar Straus Giroux,1
8315,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,2/14/2007,Marvel,1
8316,X/1999  Volume 01: Prelude,CLAMP,3.96,4/30/2003,VIZ Media LLC,1
8317,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,4/30/2003,VIZ Media LLC,1
8318,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,6/1/2004,東立,1
8319,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,6/2/2004,東立,1
8320,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,3/23/2005,東立,1
8321,鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,6/2/2004,東立,1
8322,鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,12/16/2004,東立,1
8323,鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,6/2/2004,東立,1
8324,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,6/1/2004,東立,1
8325,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,6/12/2004,東立,1
8326,The Gospel According to Job,Mike Mason,4.46,10/3/2002,Crossway Books,1
8327,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,3/17/2003,Focal Press,1
8328,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,8/5/1994,Wordsworth Editions,1
8329,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,7/10/1961,Penguin/Viking Compass (Non-Classics),1
8330,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,7/1/1997,Penguin Classics,1
8331,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,1/1/1994,Penguin Classics,1
8332,Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,8/17/1999,Modern Library Classics,1
8333,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,8/8/2002,Cambridge University Press,1
8334,Amnesia Moon,Jonathan Lethem,3.49,8/8/2005,Mariner Books,1
8335,Paul Revere's Ride,David Hackett Fischer,4.12,4/19/1995,Oxford University Press  USA,1
8336,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,11/11/1999,Oxford University Press  USA,1
8337,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,4/1/1978,Oxford University Press  USA,1
8338,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,12/27/2000,Columbia University Press,1
8339,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,12/29/1998,Ballantine Books,1
8340,The Age of Grief,Jane Smiley,3.81,6/11/2002,Anchor,1
8341,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,4/19/2005,Anchor,1
8342,Venetia,Georgette Heyer,4.1,10/24/2006,Hqn,1
8343,Lady of Quality,Georgette Heyer,3.88,6/2/2005,Arrow,1
8344,False Colours,Georgette Heyer,3.86,6/2/2005,Arrow,1
8345,Sylvester,Georgette Heyer/Joan Wolf,4.11,4/23/2004,Harlequin,1
8346,The Convenient Marriage,Georgette Heyer,3.68,1/6/2005,Arrow,1
8347,Sprig Muslin,Georgette Heyer,3.81,6/2/2005,Arrow,1
8348,The Talisman Ring,Georgette Heyer,4.02,1/6/2005,Arrow,1
8349,The Nonesuch,Georgette Heyer,4.04,1/6/2005,Arrow,1
8350,The Foundling,Georgette Heyer/Kay Hooper,3.87,3/25/2003,Harlequin,1
8351,Ali and Nino,Kurban Said/Jenia Graman,3.92,10/5/2000,Vintage/Ebury,1
8352,Ali und Nino,Kurban Said,3.92,2/1/2002,List,1
8353,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,1/2/2006,Headline,1
8354,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,10/1/2006,Felony & Mayhem,1
8355,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,7/1/2002,Headline,1
8356,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,12/28/2006,Headline,1
8357,Spiritual Midwifery,Ina May Gaskin,4.38,1/1/2002,Book Publishing Company (TN),1
8358,Monday Night Class,Stephen Gaskin,3.89,7/31/2005,Book Publishing Company,1
8359,Summer of the Dragon,Elizabeth Peters,3.92,3/6/2001,HarperCollins,1
8360,Devil May Care,Elizabeth Peters,3.87,9/4/2001,Avon,1
8361,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,1/5/2000,Avon,1
8362,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,9/20/2002,Running Press,1
8363,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,9/1/2006,Cook's Illustrated,1
8364,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,11/15/2005,America's Test Kitchen,1
8365,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,11/15/2003,Boston Common Press,1
8366,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,12/1/1995,Cook's Illustrated,1
8367,Zelda's Cut,Philippa Gregory,2.94,2/1/2001,HarperCollins Publishers,1
8368,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,9/24/2002,Random House Books for Young Readers,1
8369,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,6/6/2006,VIZ Media LLC,1
8370,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,8/10/2004,VIZ Media LLC,1
8371,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3,4/1/2006,Specialty Press,1
8372,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,4/1/1988,Dover Publications,1
8373,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,5/1/1999,Leisure Books,1
8374,Asfixia,Chuck Palahniuk,3.7,9/1/2006,Debolsillo,1
8375,Expectant Father,Melinda Curtis,3.6,12/15/2011,Harlequin Special Releases,1
8376,Horse Heaven,Jane Smiley,3.88,8/26/2003,Ballantine Books,1
8377,White Oleander,Janet Fitch,3.96,9/1/2001,Little  Brown and Company,1
8378,The Night Remembers (Night  #1),Kathleen Eagle,3.79,6/1/1998,HarperTorch,1
8379,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,9/12/2006,Ballantine Books,1
8380,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,8/29/2006,Ballantine Books,1
8381,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,4/25/2006,Harlequin,1
8382,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,1/17/2005,Bantem Press,1
8383,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,7/26/2005,Ballantine Books,1
8384,Life Support,Tess Gerritsen,3.99,8/1/1998,Pocket Books,1
8385,The Family that Couldn't Sleep,D.T. Max,3.91,9/5/2006,Random House (NY),1
8386,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,8/23/1996,HarperCollinsPublishers,1
8387,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,12/12/1986,Ballantine Books,1
8388,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,11/15/2005,Dark Horse Manga,1
8389,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,11/14/1997,Mariner Books,1
8390,A Mad People's History of Madness,Dale Peterson,4.33,3/15/1982,University of Pittsburgh Press,1
8391,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,3/12/2002,Scribner,1
8392,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,6/1/1998,P & R Publishing,1
8393,Blame!  Vol. 7,Tsutomu Nihei,4.3,2/1/2007,TokyoPop,1
8394,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,10/7/1997,Random House Books for Young Readers,1
8395,Blame!  Vol. 8,Tsutomu Nihei,4.26,5/1/2007,TokyoPop,1
8396,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,3/25/2000,Routledge,1
8397,Blame It on Paris,Laura Florand,3.53,10/3/2006,Forge Books,1
8398,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,9/7/2006,Arrow,1
8399,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,11/1/2002,Portable Press,1
8400,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,6/1/1990,Bantam,1
8401,Blame! #1,Tsutomu Nihei,4.1,3/20/2000,Glénat,1
8402,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,10/31/2006,Del Rey,1
8403,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,1/30/2007,Del Rey,1
8404,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,7/25/2006,Del Rey,1
8405,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,5/1/2007,Del Rey,1
8406,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,1/1/1980,Basic Books,1
8407,Mutant Message Down Under,Marlo Morgan,3.79,5/25/2004,Harper Perennial,1
8408,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,11/1/2005,Green Ronin Publishing,1
8409,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,1/25/2005,Penguin Books,1
8410,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,5/3/2006,Marvel,1
8411,James Dean: The Mutant King: A Biography,David Dalton,4.07,9/1/2001,Chicago Review Press,1
8412,Dry,Augusten Burroughs,4.03,4/1/2004,Picador USA,1
8413,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,11/8/2002,Harbor Press,1
8414,El Retrato De Dorian Gray,Oscar Wilde,4.08,4/7/2006,Mestas Ediciones,1
8415,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,1/1/2005,Simon  Schuster,1
8416,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,1/1/2006,Simon  Schuster,1
8417,Henry IV  part II,William Shakespeare,3.8,4/26/2005,Penguin UK,1
8418,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.8,10/12/1967,Bloomsbury Arden Shakespeare,1
8419,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,4/15/2001,Piemme,1
8420,I Henry IV,William Shakespeare/Gordon McMullan,3.83,4/22/2003,W. W. Norton & Company,1
8421,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,7/1/1987,Riverrun Press (New York  NY),1
8422,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,12/1/2006,Pearson,1
8423,Black Sunday,Thomas  Harris,3.6,11/1/2005,NAL,1
8424,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,5/18/2000,Arrow,1
8425,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,11/3/2005,William Heinemann Ltd.,1
8426,Velocity,Dean Koontz,3.86,4/25/2006,Bantam,1
8427,Hideaway,Dean Koontz,3.84,7/5/2005,Berkley,1
8428,Lightning,Dean Koontz,4.06,9/2/2003,Berkley,1
8429,Icebound,David Axton/Dean Koontz,3.76,9/5/2000,Bantam,1
8430,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24,7/27/1991,Wings,1
8431,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,6/1/1993,Berkley,1
8432,The Bad Place,Dean R. Koontz,3.9,7/6/2004,Berkley,1
8433,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4,12/1/1998,Bantam Books,1
8434,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,6/1/1995,Berkley Books,1
8435,Mr. Murder,Dean Koontz,3.76,7/5/2006,Berkley,1
8436,Phantoms,Dean Koontz,3.94,2/5/2002,Berkley,1
8437,The Face,Dean Koontz,3.71,4/27/2004,Bantam,1
8438,Shattered,Dean Koontz,3.9,2/15/1985,Berkley,1
8439,Intensity,Dean Koontz,4.04,10/31/2000,Bantam,1
8440,The Good Guy,Dean Koontz,3.82,5/29/2007,Bantam,1
8441,The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,7/1/1996,Berkley,1
8442,The Door to December,Richard Paige/Dean Koontz,3.95,6/1/2002,Berkley Books,1
8443,The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,5/16/1991,Headline Feature,1
8444,Darkfall,Dean Koontz,3.82,2/6/2007,Berkley,1
8445,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,10/11/2001,Tor Books,1
8446,Shakespeare: The Biography,Peter Ackroyd,3.99,11/14/2006,Anchor,1
8447,The Necessary Shakespeare,William Shakespeare,4.31,8/27/2004,Longman Publishing Group,1
8448,Shakespeare After All,Marjorie Garber,4.38,9/20/2005,Anchor Books,1
8449,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,8/21/2001,Anchor,1
8450,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.5,6/1/2004,Random House Audio,1
8451,The Pelican Brief,John Grisham,4,4/25/2006,Delta,1
8452,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,10/22/2001,Little  Brown & Company,1
8453,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,10/9/2006,Little  Brown & Company,1
8454,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18,1/5/2000,Warner Books (NY),1
8455,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,11/3/2003,Little  Brown and Company,1
8456,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,10/2/2006,Grand Central Publishing,1
8457,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,7/1/2002,Grand Central Publishing,1
8458,Chasing the Dime,Michael Connelly,3.96,9/1/2003,Warner Books,1
8459,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,12/1/2002,Grand Central Publishing,1
8460,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,8/5/1994,Wordsworth Editions,1
8461,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,12/5/2006,Berkley Books,1
8462,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,9/30/2004,W.W. Norton & Company (NY/London),1
8463,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,2/1/2004,Simon  Schuster,1
8464,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,5/4/2004,Berkley,1
8465,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01,10/14/2003,Random House,1
8466,Sonnets,William Shakespeare/Stephen  Booth,4.25,7/11/2000,Yale University Press,1
8467,The Art of Shakespeare's Sonnets,Helen Vendler,4.3,11/1/1999,Belknap Press of Harvard University Press,1
8468,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,1/30/2007,Bantam Books,1
8469,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,12/27/2005,Bantam,1
8470,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,1/30/2001,Bantam,1
8471,On Becoming a Novelist,John Gardner/Raymond Carver,4.11,10/17/1999,W. W. Norton & Company,1
8472,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4,6/4/1991,Vintage,1
8473,October Light,John Gardner/Tom Bissell,3.88,10/17/2005,New Directions,1
8474,Excellence,John W. Gardner,3.82,4/17/1995,W. W. Norton  Company,1
8475,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4,4/28/1991,University Press of Mississippi,1
8476,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,10/25/2004,Barnes  Noble Classics,1
8477,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,10/1/1996,Library of America,1
